page_num,row_num,full_link,company,co_hq_city,co_hq_zip,labor_area,id,notice_date
page014.html,340,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=404,Transportation Brokerage Specialists Inc (TBS)  ,Costa Mesa  ,92626  ,7  ,404,2020-02-20
page014.html,341,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=176,"Transworld Systems, Inc (TSI)  ",Phoenix  ,85027  ,5  ,176,2015-03-26
page014.html,342,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=102,TriWest Healthcare Alliance  ,Phoenix  ,85053  ,5  ,102,2012-12-10
page014.html,343,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=157,TRX Managment LLCdba Zona Hotel & Suites  ,Scottsdale  ,85255  ,7  ,157,2014-06-20
page014.html,344,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=298,TSI corporation  ,Las Vegas  ,89106  ,7  ,298,2018-05-29
page014.html,345,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=436,Tucson Marriott University park  ,Tucson  ,85719  ,6  ,436,2020-03-26
page014.html,346,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=321,Turn-Key Solutions  ,Glendale  ,85306  ,7  ,321,2018-11-20
page014.html,347,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=299,UBER  ,Tempe  ,85281  ,7  ,299,2018-05-29
page014.html,348,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=320,Ulta Beauty  ,Phoenix  ,85043  ,5  ,320,2018-11-13
page014.html,349,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=178,United Recovery systems  ,Houston  ,77072  ,7  ,178,2015-03-31
page014.html,350,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=280,Unitedhealth Group  ,Phoenix  ,85021  ,5  ,280,2017-11-02
page015.html,351,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=155,"US Airways, Inc.  ",Phoenix  ,85034  ,7  ,155,2014-04-07
page015.html,352,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=34,UTi Intergrated Logistics  ,Phoenix  ,85043  ,7  ,34,2011-12-12
page015.html,353,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=374,Valassis  ,Phoenix  ,86034  ,5  ,374,2019-10-23
page015.html,354,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=100,Valeant Pharmaceuticals North America LLC  ,Bridgewater  ,08807  ,7  ,100,2012-12-10
page015.html,355,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=362,viant Medical LLC  ,Tempe  ,85282  ,7  ,362,2019-07-25
page015.html,356,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=42,"Video Monitoring Services of America, LP  ",Tucson  ,85711  ,6  ,42,2011-08-26
page015.html,357,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=241,Vitron manufacturing solutions  ,Phoenix  ,85053  ,5  ,241,2016-01-06
page015.html,358,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=4,VT Services  ,Ft. Huachuca  ,85613  ,1  ,4,2012-01-31
page015.html,359,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=62,Vulcan Materials Company  ,Laveen  ,85339  ,7  ,62,2011-03-18
page015.html,360,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=101,"VWR International, Rodnor Corporate Center  ",Radnor  ,19087  ,7  ,101,2012-12-17
page015.html,361,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=168,Walgreen Co.  ,Flagstaff  ,86004  ,10  ,168,2014-10-20
page015.html,362,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=356,Walmart  ,Tempe  ,85281  ,7  ,356,2019-06-12
page015.html,363,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=223,Walter Investment Managment Corp  ,Jacksonville  ,32202  ,7  ,223,2015-10-28
page015.html,364,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=327,Web.com group Inc  ,jacksonville  ,32258  ,7  ,327,2019-02-01
page015.html,365,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=5,Wells Fargo  ,Chandler  ,85286  ,7  ,5,2012-03-26
page015.html,366,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=360,Wells Fargo  ,Charlotte  ,28215  ,7  ,360,2019-07-18
page015.html,367,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=333,Western Refining  ,Tempe  ,85281  ,7  ,333,2019-04-10
page015.html,368,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=291,Western Refining  ,San Antonio  ,78259  ,7  ,291,2018-02-28
page015.html,369,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=25,Whirlaway Corporation  ,Tempe  ,85282  ,7  ,25,2010-08-10
page015.html,370,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=264,Whole Foods  ,Phoenix  ,85028  ,5  ,264,2017-02-10
page015.html,371,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=110,"William Dale Young & Sons, Inc., Cocopah Nurseries  ",Dateland  ,85222  ,9  ,110,2013-03-11
page015.html,372,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=98,"Wyndam Vaction ownerhsip, Inc. (Company)  ",Orlando  ,32819  ,7  ,98,2012-11-07
page015.html,373,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=22,Xanodyne Pharamaceuticals  ,Gilbert  ,85007  ,7  ,22,2010-09-21
page015.html,374,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=172,Xanterra L.L.C.  ,Grand Canyon  ,86023  ,10  ,172,2014-10-29
page015.html,375,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=281,Xchange Leasing LLC (XCL)  ,Phoenix  ,85012  ,5  ,281,2017-10-31
page016.html,376,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=263,Zenefits  ,San Francisco  ,94107  ,7  ,263,2017-02-09
page016.html,377,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=183,Zenith Education Group  ,Tampa  ,33610  ,7  ,183,2015-04-27
page016.html,378,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=15,ZipRealty  ,Phoenix  ,85018  ,7  ,15,2010-11-29
page016.html,379,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=239,ZMC  ,Scottsdale  ,85258  ,7  ,239,2016-05-02
