id,page_num,page_name,full_link,company,co_hq_city,co_hq_state,co_hq_zip,labor_area,notice_date,num_employees_affected
67,page007.html,id=67,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=67,Hostess Brand Inc.  ,Flagstaff  ,AZ,860044216  ,10  ,2012-05-04,9
74,page007.html,id=74,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=74,"Hostess Brand, Inc.  ",Chandler  ,AZ,852251125  ,7  ,2012-05-04,43
69,page007.html,id=69,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=69,"Hostess Brand, Inc.  ",Payson  ,AZ,85901  ,2  ,2012-05-04,1
77,page007.html,id=77,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=77,"Hostess Brand, Inc.  ",Lake Havasu City  ,AZ,864042401  ,11  ,2012-05-04,5
78,page007.html,id=78,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=78,"Hostess Brands, Inc.  ",Kingman  ,AZ,86401  ,11  ,2012-05-04,6
79,page007.html,id=79,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=79,"Hostess Brands, Inc.  ",Showlow  ,AZ,85901  ,14  ,2012-05-04,1
80,page007.html,id=80,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=80,"Hostess Brands, Inc.  ",Tucson  ,AZ,857055930  ,6  ,2012-05-04,38
81,page007.html,id=81,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=81,"Hostess Brands, Inc.  ",Casa Grande  ,AZ,852225203  ,2  ,2012-05-04,2
82,page007.html,id=82,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=82,"Hostess Brands, Inc.  ",Chino Valley  ,AZ,86323  ,12  ,2012-05-04,3
83,page007.html,id=83,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=83,"Hostess Brands, Inc.  ",Yuma  ,AZ,853648540  ,9  ,2012-05-04,8
70,page007.html,id=70,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=70,"Hostess Brands, Inc.  ",Ehrenberg  ,AZ,85334  ,11  ,2012-05-04,1
71,page007.html,id=71,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=71,"Hostess Brands, Inc.  ",Mesa  ,AZ,852038033  ,7  ,2012-05-04,2
72,page007.html,id=72,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=72,"Hostess Brands, Inc.  ",Phoenix  ,AZ,850221107  ,7  ,2012-05-04,42
73,page007.html,id=73,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=73,"Hostess Brands, Inc.  ",Phoenix  ,AZ,850094720  ,7  ,2012-05-04,38
75,page007.html,id=75,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=75,"Hostess Brands, Inc.  ",Phoenix  ,AZ,850408810  ,7  ,2012-05-04,1
76,page007.html,id=76,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=76,"Hostess Brands, Inc.  ",Fort Mohave  ,AZ,86426  ,11  ,2012-05-04,7
68,page007.html,id=68,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=68,"Hostess Brands, Inc.  ",Globe  ,AZ,85901  ,2  ,2012-05-04,1
66,page007.html,id=66,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=66,"Hostess Brands, Inc.  ",Benson  ,AZ,856026306  ,1  ,2012-05-04,2
405,page007.html,id=405,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=405,HotChalk  ,Phoenix  ,AZ,85034  ,5  ,2020-02-25,75
43,page007.html,id=43,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=43,Hualapai Mountain Medical Center  ,Kingman  ,AZ,86401  ,11  ,2011-08-26,221
366,page007.html,id=366,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=366,"Insys Therapeutics, Inc  ",Chandler  ,AZ,85224  ,7  ,2019-08-09,96
234,page008.html,id=234,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=234,Intel Corporation  ,Santa Clara  ,CA,95054  ,7  ,2016-04-25,248
235,page008.html,id=235,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=235,Intel Corporation  ,Santa Clara  ,CA,95054  ,7  ,2016-04-25,312
302,page008.html,id=302,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=302,Interagency Council  ,Lake havasu City  ,AZ,86403  ,11  ,2018-06-13,15
180,page008.html,id=180,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=180,Intercontinental Exchange NYSE  ,Chicago  ,IL,60606  ,5  ,2015-03-23,56
37,page008.html,id=37,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=37,International Bedding  ,Tolleson  ,AZ,85353  ,7  ,2011-10-21,83
421,page008.html,id=421,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=421,International Cruise & Excursion Gallery  ,Scottsdale  ,AZ,85256  ,7  ,2020-03-24,203
12,page008.html,id=12,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=12,International Window Arizona  ,Phoenix  ,AZ,85040  ,7  ,2010-12-30,64
112,page008.html,id=112,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=112,Intuit  ,Mountain View  ,CA,94043  ,6  ,2013-07-10,229
324,page008.html,id=324,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=324,Invitation Homes  ,Scottsdale  ,AZ,85255  ,7  ,2019-01-16,51
419,page008.html,id=419,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=419,Islands Restaurants  ,Phoenix  ,AZ,85050  ,7  ,2020-03-23,250
145,page008.html,id=145,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=145,Jabil  ,Tempe  ,AZ,85281  ,7  ,2013-09-05,615
14,page008.html,id=14,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=14,John C. Lincoln Health Network's North Mountain  ,Phoenix  ,AZ,85020  ,7  ,2010-12-06,99
13,page008.html,id=13,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=13,Kaplan University  ,Phoenix  ,AZ,85008  ,7  ,2010-12-07,56
371,page008.html,id=371,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=371,Katerra  ,Scottsdale  ,AZ,85258  ,7  ,2019-10-09,61
386,page008.html,id=386,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=386,Katerra  ,Phoenix  ,AZ,85043  ,5  ,2019-12-03,221
413,page008.html,id=413,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=413,KDC Construction  ,Irvine  ,CA,92606  ,7  ,2020-03-20,20
274,page008.html,id=274,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=274,Kellogg's  ,Battle Creek  ,MI,49016  ,5  ,2017-05-26,180
148,page008.html,id=148,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=148,Kmart  ,Hoffman Estates  ,IL,60179  ,5  ,2013-08-29,76
39,page008.html,id=39,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=39,"Kmart Store # 4269  ",Phoenix  ,AZ,85019  ,7  ,2011-10-15,105
323,page008.html,id=323,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=323,Kmart #04996  ,Hoffman Estates  ,IL,60192  ,6  ,2018-12-27,67
169,page008.html,id=169,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=169,Kmart Corporation  ,Hoffman Estates  ,IL,80179  ,5  ,2014-10-15,109
93,page008.html,id=93,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=93,Kmart Corporation  ,Hoffman Estates  ,IL,60179  ,7  ,2012-10-04,56
336,page008.html,id=336,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=336,La Palma Correctional Facility  ,Eloy  ,AZ,85131  ,2  ,2019-02-22,108
351,page008.html,id=351,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=351,Leidos  ,Prescott Valley  ,AZ,86314  ,12  ,2019-05-03,59
190,page008.html,id=190,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=190,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,147
191,page009.html,id=191,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=191,Life Care Centers of America  ,Cleveland  ,TN,37320  ,6  ,2015-04-30,156
192,page009.html,id=192,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=192,Life Care Centers of America  ,Cleveland  ,TN,37320  ,6  ,2015-04-30,157
193,page009.html,id=193,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=193,Life Care Centers of America  ,Cleveland  ,TN,37320  ,12  ,2015-04-30,136
194,page009.html,id=194,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=194,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,60
195,page009.html,id=195,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=195,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,133
196,page009.html,id=196,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=196,Life Care Centers of America  ,Cleveland  ,TN,37320  ,5  ,2015-04-30,144
197,page009.html,id=197,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=197,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,65
198,page009.html,id=198,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=198,Life Care Centers of America  ,Cleveland  ,TN,37320  ,7  ,2015-04-30,31
199,page009.html,id=199,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=199,Life Care Centers of America  ,Cleveland  ,TN,37320  ,12  ,2015-04-30,95
200,page009.html,id=200,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=200,Life Care Centers of America  ,Cleveland  ,TN,37320  ,6  ,2015-04-30,102
217,page009.html,id=217,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=217,Littler Employment & labor Solutiions Worldwide  ,Atlanta  ,GA,30326  ,7  ,2015-08-14,84
240,page009.html,id=240,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=240,livingsocial  ,Washington  ,DC,20005  ,6  ,2016-03-16,122
153,page009.html,id=153,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=153,Lockheed Martin Corporation Information Systems  ,Boulder  ,CO,80301  ,7  ,2014-04-11,402
131,page009.html,id=131,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=131,Macy'S  ,Mesa  ,AZ,85202  ,7  ,2014-01-08,92
395,page009.html,id=395,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=395,"Macy's Credit and Customer Services, Inc.  ",Tempe  ,AZ,85281  ,7  ,2020-01-06,843
119,page009.html,id=119,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=119,Magellan  ,Phoenix  ,AZ,85034  ,5  ,2014-01-27,247
143,page009.html,id=143,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=143,Magna Cosma pwer Systems  ,Phoenix  ,AZ,85043  ,5  ,2013-05-20,85
222,page009.html,id=222,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=222,Management & Training Corporation  ,Centerville  ,UT,84014  ,11  ,2015-10-28,467
268,page009.html,id=268,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=268,Manpower Group  ,Milwaukee  ,WI,53212  ,7  ,2017-03-17,53
246,page009.html,id=246,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=246,ManpowerGroup  ,Milwaukee  ,WI,53212  ,7  ,2016-08-04,59
397,page009.html,id=397,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=397,MAPFRE Insurance - Enterprise Contact Center  ,Gilbert  ,AZ,85234  ,7  ,2020-01-13,68
165,page009.html,id=165,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=165,"Marcolin USA, Inc  ",Somerville  ,NJ,08876  ,7  ,2014-09-30,105
173,page009.html,id=173,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=173,Margaritaville  ,Orlando  ,FL,32819  ,7  ,2014-11-12,55
154,page009.html,id=154,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=154,Maricopa Integrated Health System (CCC)  ,Phoenix  ,AZ,85008  ,5  ,2014-04-25,641
31,page009.html,id=31,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=31,Marketfare Foods  ,Phoenix  ,AZ,85034  ,7  ,2010-06-11,84
283,page010.html,id=283,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=283,Marriott  ,Bethesda  ,MD,20817  ,7  ,2017-11-29,20
294,page010.html,id=294,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=294,Marriott  ,Phoenix  ,AZ,85004  ,5  ,2018-04-03,414
186,page010.html,id=186,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=186,"Marriott International, Inc.  ",Bethesda  ,MD,20817  ,5  ,2015-05-18,197
96,page010.html,id=96,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=96,"marriott International, Inc.  ",Bethesda  ,MD,20817  ,6  ,2012-08-30,44
256,page010.html,id=256,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=256,Marriott/Starwood Scottsdale Office  ,Scottsdale  ,AZ,85254  ,7  ,2016-11-29,76
221,page010.html,id=221,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=221,"Marvell Semiconductor, Inc.  ",Santa Clara  ,CA,94054  ,7  ,2015-10-16,29
306,page010.html,id=306,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=306,Marvell Semiconductors Inc.  ,Chandler  ,AZ,85286  ,7  ,2018-07-09,2
64,page010.html,id=64,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=64,MetLife  ,Scottsdale  ,AZ,85260  ,7  ,2012-05-01,64
28,page010.html,id=28,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=28,Microsemi Corporation  ,Phoenix  ,AZ,85251  ,7  ,2010-07-12,255
51,page010.html,id=51,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=51,Mike Campbell & Associates  ,Phoenix  ,AZ,85009  ,7  ,2011-07-06,7
38,page010.html,id=38,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=38,Milgard Windows & Doors  ,Chandler  ,AZ,85225  ,7  ,2011-10-17,86
174,page010.html,id=174,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=174,Mineral Park Inc.  ,Golden Valley  ,AZ,86413  ,11  ,2014-12-29,383
87,page010.html,id=87,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=87,"Mojave Desert Minerals, LLC  ",Arvada  ,CO,80002  ,11  ,2012-07-12,56
423,page010.html,id=423,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=423,Movement for Life Inc.  ,San Obispo  ,CA,93401  ,6  ,2020-03-25,22
368,page010.html,id=368,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=368,Nestle USA and Nestle Dryers Ice Cream l  ,Phoenix  ,AZ,85004  ,5  ,2019-08-16,85
163,page010.html,id=163,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=163,"NewStar Fresh Foods, LLC  ",Salinas  ,CA,93901  ,9  ,2014-08-15,41
147,page010.html,id=147,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=147,"NewStar Fresh Foods, LLC  ",Salinas  ,CA,93901  ,9  ,2013-09-06,340
144,page010.html,id=144,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=144,Northrop Grumman  ,Herndon  ,VA,20171  ,9  ,2013-05-24,58
406,page010.html,id=406,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=406,Northrop Grumman  ,Falls Church  ,VA,22042  ,1  ,2020-03-09,240
60,page010.html,id=60,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=60,"Northrop Grumman Technical Services, Inc.  ",Yuma Proving Ground  ,AZ,85365  ,9  ,2011-03-01,67
23,page010.html,id=23,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=23,"O'Reilly Automotive, Inc.  ",Phoenix  ,AZ,85043  ,7  ,2010-09-09,45
65,page010.html,id=65,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=65,"O.P.E.N. America, Inc. dba: OpenWorks  ",Phoenix  ,AZ,85043  ,7  ,2012-05-01,144
376,page010.html,id=376,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=376,Oakwood Worldwide US LP  ,Phoenix  ,AZ,85021  ,5  ,2019-10-29,64
425,page010.html,id=425,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=425,Onni Properties  ,Phoenix  ,AZ,85019  ,5  ,2020-03-25,240
259,page010.html,id=259,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=259,OTG Management Tucson LLC  ,Tucson  ,AZ,85756  ,6  ,2016-12-27,107
133,page011.html,id=133,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=133,"Ottobock Orthopedic Services , LLC  ",Tempe  ,AZ,85282  ,7  ,2013-08-01,68
17,page011.html,id=17,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=17,Palm Harbor Homes  ,Tempe  ,AZ,85821  ,7  ,2010-11-19,86
117,page011.html,id=117,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=117,PaperWorks  ,Bala Cynwyd  ,PA,19004  ,5  ,2014-01-31,100
381,page011.html,id=381,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=381,Paradigm Precision  ,Tempe  ,AZ,85283  ,7  ,2019-11-14,200
417,page011.html,id=417,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=417,Passport Health  ,Scottsdale  ,AZ,85262  ,7  ,2020-03-23,65
357,page011.html,id=357,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=357,Peabody Western Coal Company  ,kayenta  ,AZ,86033  ,14  ,2019-06-13,295
225,page011.html,id=225,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=225,"Philidor Rx Services, LLC  ",Hatboro  ,PA,19040  ,5  ,2016-01-05,264
187,page011.html,id=187,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=187,"Philosophy, Inc.  ",Phoenix  ,AZ,85034  ,5  ,2015-04-17,145
188,page011.html,id=188,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=188,"Philosophy, Inc.  ",Phoenix  ,AZ,85034  ,5  ,2015-04-17,60
106,page011.html,id=106,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=106,Phoenix Children's Hospital  ,Phoenix  ,AZ,85016  ,5  ,2013-01-29,150
435,page011.html,id=435,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=435,Phoenix Glendale Renaissance  ,Glendale  ,AZ,85305  ,7  ,2020-03-26,140
411,page011.html,id=411,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=411,Pima Valve  ,Chandler  ,AZ,85226  ,7  ,2020-03-18,40
18,page011.html,id=18,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=18,Plastican division of BWAY Corporation  ,Phoenix  ,AZ,85009  ,7  ,2010-11-17,54
166,page011.html,id=166,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=166,Primary Financial Services  ,Phoenix  ,AZ,85013  ,5  ,2014-10-06,122
182,page011.html,id=182,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=182,"Prospect Enterprises, Inc.  ",Los Angeles  ,CA,90021  ,5  ,2015-04-27,13
19,page011.html,id=19,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=19,Pulte Building Services (PBS)  ,Tolleson  ,AZ,85353  ,7  ,2010-11-12,351
412,page011.html,id=412,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=412,Punch Bowl social  ,Phoenix  ,AZ,85004  ,5  ,2020-03-18,123
202,page011.html,id=202,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=202,Quality Care Network  ,Phoenix  ,AZ,85034  ,5  ,2015-07-28,107
346,page011.html,id=346,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=346,Radisson Suites Hotel Tucson  ,Tucson  ,AZ,85710  ,6  ,2019-03-29,82
345,page011.html,id=345,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=345,Raytheon  ,Sierra Vista  ,AZ,85635  ,1  ,2019-03-28,176
355,page011.html,id=355,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=355,Raytheon Company  ,Sierra Vista  ,AZ,85635  ,1  ,2019-06-06,69
56,page011.html,id=56,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=56,Republic National Distributing Company  ,Phoenix  ,AZ,85043  ,7  ,2011-05-27,250
250,page011.html,id=250,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=250,RICOH USA Inc.  ,Malvem  ,PA,19355  ,7  ,2016-09-01,68
142,page011.html,id=142,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=142,River Ranch  ,Salinas  ,CA,93901  ,9  ,2013-09-13,53
410,page011.html,id=410,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=410,Roadhouse cinemas  ,Tucson  ,AZ,85712  ,6  ,2020-03-18,109
59,page012.html,id=59,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=59,Robb & Stucky Limited LLLP  ,Scottsdale  ,AZ,85254  ,7  ,2011-03-09,89
279,page012.html,id=279,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=279,Rockwell collins  ,Tucson  ,AZ,85710  ,6  ,2017-10-19,28
293,page012.html,id=293,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=293,Rockwell Collins  ,Tucson  ,AZ,85710  ,6  ,2018-03-26,413
273,page012.html,id=273,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=273,"Royal Remanufacturing, LLC  ",St. Louis  ,MO,63124  ,7  ,2017-04-25,52
164,page012.html,id=164,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=164,Rural Metro  ,Scottsdale  ,AZ,85258  ,7  ,2014-08-27,255
184,page012.html,id=184,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=184,Safeway  ,Phoenix  ,AZ,85072  ,2  ,2015-05-04,44
185,page012.html,id=185,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=185,Safeway  ,Phoenix  ,AZ,85072  ,7  ,2015-05-04,50
322,page012.html,id=322,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=322,Safeway #1985  ,Tucson  ,AZ,85742  ,6  ,2019-01-04,62
372,page012.html,id=372,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=372,Safeway #2676  ,Mesa  ,AZ,85209  ,7  ,2019-10-18,65
359,page012.html,id=359,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=359,Safeway 1126  ,Scottsdale  ,AZ,85259  ,7  ,2019-06-21,60
305,page012.html,id=305,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=305,Safeway 1202  ,Phoenix  ,AZ,85022  ,5  ,2018-06-18,55
349,page012.html,id=349,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=349,Safeway 1567  ,Mesa  ,AZ,85213  ,7  ,2019-04-26,54
304,page012.html,id=304,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=304,Safeway 1636  ,Glendale  ,AZ,85306  ,7  ,2018-06-18,61
427,page012.html,id=427,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=427,Sam Levits  ,Tucson  ,AZ,85705  ,6  ,2020-03-25,628
285,page012.html,id=285,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=285,Sams Club  ,Chandler  ,AZ,85225  ,7  ,2018-01-11,150
286,page012.html,id=286,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=286,Sams Club  ,Casa Grande  ,AZ,85122  ,2  ,2018-01-11,152
287,page012.html,id=287,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=287,Sams Club  ,Prescott Valley  ,AZ,86314  ,12  ,2018-01-11,137
288,page012.html,id=288,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=288,Sams Club  ,Scottsdale  ,AZ,85251  ,7  ,2018-01-11,129
139,page012.html,id=139,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=139,SB Capital Acquistion LLC  ,Columbus  ,OH,43219  ,7  ,2013-09-30,97
275,page012.html,id=275,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=275,"SCA Tissue NA, LLC  ",Flagstaff  ,AZ,86001  ,10  ,2017-06-08,78
8,page012.html,id=8,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=8,SCAN Health Plan Arizona  ,Phoenix  ,AZ,85014  ,7  ,2012-02-29,64
41,page012.html,id=41,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=41,"Schenker, Inc.  ",Phoenix  ,AZ,85040  ,7  ,2011-09-16,69
296,page012.html,id=296,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=296,Schletter Inc.  ,Shelby  ,NC,28150  ,6  ,2018-04-25,16
7,page012.html,id=7,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=7,Schuff Steel Company  ,Gilbert  ,AZ,85233  ,7  ,2012-02-24,89
316,page012.html,id=316,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=316,Sears Tempe Call Center  ,Tempe  ,AZ,85284  ,7  ,2018-10-01,85
245,page013.html,id=245,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=245,Select Medical Corporation  ,Mechanicsburg  ,PA,17055  ,7  ,2016-08-03,90
53,page013.html,id=53,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=53,"Semiconductor Component Industries, LLC dba ON Sem  ",Phoenix  ,AZ,85008  ,7  ,2011-06-03,173
45,page013.html,id=45,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=45,"ShelterClean of Arizona, Inc.  ",Phoenix  ,AZ,85034  ,7  ,2011-08-15,36
158,page013.html,id=158,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=158,Sodexo  ,Gilbert  ,AZ,85295  ,7  ,2014-07-30,58
325,page013.html,id=325,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=325,Sodexo  ,Phoenix  ,AZ,85034  ,5  ,2019-01-18,49
44,page013.html,id=44,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=44,SOLON Corporation  ,Tucson  ,AZ,85756  ,6  ,2011-08-15,64
317,page013.html,id=317,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=317,Southwest Key Programs Inc.  ,Austin  ,TX,78721  ,7  ,2018-10-31,100
318,page013.html,id=318,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=318,Southwest Key Programs Inc.  ,Austin  ,TX,78721  ,5  ,2018-10-31,100
347,page013.html,id=347,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=347,Spectra -Blue Water Resort & Casino  ,Parker  ,AZ,85344  ,11  ,2019-04-01,128
340,page013.html,id=340,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=340,Spectrum Pharmaceuticals  ,Henderson  ,NV,89052  ,7  ,2019-03-01,3
